morphemes	target	prediction	morphemes_predseg	prediction_predseg
olu_ncinci	AdjPref11_AdjStem	AdjPref11_AdjStem	olu_ncinci	AdjPref11_AdjStem
nga_a_ba_hlali	AdvPre_NPrePre2_BPre2_NStem	AdvPre_NPrePre2_BPre2_NStem	ng_a_ba_hlali	CopPre_NPrePre2_BPre2_NStem
ba_lo	PossConc2_PronStem5	PossConc14_PronStem5	ba_lo	PossConc14_PronStem5
masipala	NStem	NStem	masipala	NStem
,	Punc	Punc	,	Punc
ku_a_qal_is_w_a	SC15_Past_VRoot_CausExt_VerbExt_VerbTerm	SC15_Past_VRoot_CausExt_PassExt_VerbTerm	ku_a_qal_is_w_a	SC15_Past_VRoot_CausExt_PassExt_VerbTerm
i_projekthi	NPrePre9_NStem	NPrePre9_NStem	i_projekthi	NPrePre9_NStem
ya_u_ku_qokelel_a	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	ya_u_ku_qokelel_a	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm
u_lu_azi	NPrePre11_BPre11_NStem	NPrePre11_BPre11_NStem	u_lu_azi	NPrePre11_BPre11_NStem
ukuze	Conj	Conj	ukuze	Conj
u_masipala	NPrePre1a_NStem	NPrePre1a_NStem	u_masipala	NPrePre1a_NStem
a_be	CopPre_Cop	CopPre_Cop	a_be	CopPre_Cop
na_u_lu_azi	AdvPre_NPrePre11_BPre11_NStem	AdvPre_NPrePre11_BPre11_NStem	na_u_lu_azi	AdvPre_NPrePre11_BPre11_NStem
olu_ngcono	RelConc11_RelStem	RelConc11_RelStem	olu_ngcono	RelConc11_RelStem
malunga	Adv	Adv	malunga	Adv
na_ukuba	AdvPre_Conj	AdvPre_Conj	na_ukuba	AdvPre_Conj
ma_ngaphi	AdjPref6_AdjStem	AdjPref6_AdjStem	ma_ngaphi	AdjPref6_AdjStem
a_ma_khaya	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_khaya	NPrePre6_BPre6_NStem
e_ku_funek_a	RelConc6_SC15_VRoot_VerbTerm	RelConc9_SC15_VRoot_VerbTerm	e_ku_funek_a	RelConc9_SC15_VRoot_VerbTerm
i_wa_hlinzek_e	SC9_OC6_VRoot_VerbTerm	SC9_OC6_VRoot_VerbTerm	i_wa_hlinz_ek_e	SC9_OC6_VRoot_NeutExt_VerbTerm
ng_a_ma_nzi	CopPre_NPrePre6_BPre6_NStem	CopPre_NPrePre6_BPre6_NStem	nga_a_ma_nzi	AdvPre_NPrePre6_BPre6_NStem
na_u_m_bane	AdvPre_NPrePre3_BPre3_NStem	AdvPre_NPrePre3_BPre3_NStem	na_u_m_bane	AdvPre_NPrePre3_BPre3_NStem
na_ukuba	AdvPre_Conj	AdvPre_Conj	na_ukuba	AdvPre_Conj
zi_yi_n_to_ni	CopPre_CopPre_BPre9_NStem_InterrogSuf	CopPre_CopPre_BPre9_NStem_InterrogSuf	zi_y_i_n_to_ni	CopPre_CopPre_NPrePre9_BPre9_NStem_InterrogSuf
i_zi_dingo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_dingo	NPrePre8_BPre8_NStem
za_i_(z)in_konzo	PossConc10_NPrePre10_BPre10_NStem	PossConc10_NPrePre10_BPre10_NStem	za_i_(z)in_konzo	PossConc10_NPrePre10_BPre10_NStem
za_bo	PossConc8_PronStem2	PossConc10_PronStem2	za_bo	PossConc10_PronStem2
.	Punc	Punc	.	Punc
u_th_i	SC2ps_VRoot_VerbTerm	SC1a_VRoot_VerbTerm	u_th_i	SC1a_VRoot_VerbTerm
e_yo_na	SC9_PronStem9_PronSuf	SC9_PronStem9_PronSuf	e_yo_na	SC9_PronStem9_PronSuf
n_to	BPre9_NStem	BPre9_NStem	n_to	BPre9_NStem
i_m_nced_il_e_yo	SC9_OC1a_VRoot_Perf_VerbTerm_RelSuf	NPrePre9_BPre9_VRoot_Perf_VerbTerm_RelSuf	i_m_nced_il_e_yo	NPrePre9_BPre9_VRoot_Perf_VerbTerm_RelSuf
u_ku_phumez_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_phumez_a	NPrePre15_BPre15_VRoot_VerbTerm
oku	Dem15_Pos1	Dem15	oku	Dem15
y_i_n_dlela	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	y_i_n_dlela	CopPre_NPrePre9_BPre9_NStem
ya_u_ku_sebenz_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	ya_u_ku_sebenz_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
i_(z)in_dlela	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_dlela	NPrePre10_BPre10_NStem
ya_a_bo_na	PossConc9_LocPre_PronStem2_PronSuf	PossConc9_BPre5_PronStem2_PronSuf	y_a_bon_a	SC9_Past_VRoot_VerbTerm
ba_ntu	BPre2_NStem	BPre2_NStem	a_ba_ntu	NPrePre2_BPre2_NStem
ba_phantsi	RelConc2_Adv	CopPre_Adv	ba_phantsi	CopPre_Adv
.	Punc	Punc	.	Punc
u_m_thetho	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_thetho	NPrePre3_BPre3_NStem
o_biz_w_a	RelConc3_VRoot_PassExt_VerbTerm	RelConc3_VRoot_PassExt_VerbTerm	o_biz_w_a	RelConc3_VRoot_PassExt_VerbTerm
The	Foreign	ProperName	the	Foreign
Minicipal	Foreign	Foreign	mi_nicipal	BPre4_Foreign
Property	Foreign	Foreign	property	Foreign
Rates	Foreign	Foreign	rates	Foreign
act	Foreign	Foreign	act	Foreign
u_khokel_a	SC3_VRoot_VerbTerm	SC1a_VRoot_VerbTerm	u_khokel_a	SC1a_VRoot_VerbTerm
oo_masipala	NPrePre2a_NStem	NPrePre2a_NStem	oo_masipala	NPrePre2a_NStem
na_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	na_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem
aba_fanel_e	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	aba_fanel_e	RelConc2_VRoot_VerbTerm
u_ku_m_is_el_a	NPrePre15_BPre15_VRoot_CausExt_ApplExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_ApplExt_VerbTerm	u_ku_m_is_el_a	NPrePre15_BPre15_VRoot_CausExt_ApplExt_VerbTerm
i_(z)in_tlawulo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_tlawulo	NPrePre10_BPre10_NStem
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	nga_yo	AdvPre_PronStem9
(	Punc	Punc	(	Punc
i_(z)i_rhafu	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)i_rhafu	NPrePre10_BPre10_NStem
nga_i_n_tlawulo	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	nga_i_n_tlawulo	AdvPre_NPrePre9_BPre9_NStem
)	Punc	Punc	)	Punc
ku_i_(z)in_dawo	LocPre_NPrePre10_BPre10_NStem	LocPre_NPrePre10_BPre10_NStem	ku_i_(z)in_dawo	LocPre_NPrePre10_BPre10_NStem
za_bo	PossConc10_PronStem2	PossConc10_PronStem2	za_bo	PossConc10_PronStem2
.	Punc	Punc	.	Punc
u_m_thetho	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_thetho	NPrePre3_BPre3_NStem
u_na_i_n_jongo	CopPre_AdvPre_NPrePre9_BPre9_NStem	CopPre_CopPre_NPrePre9_BPre9_NStem	u_na_i_n_jongo	CopPre_CopPre_NPrePre9_BPre9_NStem
ya_u_ku_enz_a	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	ya_u_ku_enz_a	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm
i_(z)in_dlela	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_dlela	NPrePre10_BPre10_NStem
za_u_ku_bek_a	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	za_u_ku_bek_a	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm
i_(li)_xabiso	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_xabiso	NPrePre5_BPre5_NStem
e_i_m_pahla_ini	LocPre_NPrePre9_BPre9_NStem_LocSuf	LocPre_NPrePre9_BPre9_NStem_LocSuf	e_u_m_pahle_ini	LocPre_NPrePre1_BPre1_NStem_LocSuf
nga_u_(lu)_hlobo	AdvPre_NPrePre11_BPre11_NStem	AdvPre_NPrePre11_BPre11_NStem	nga_u_(lu)_hlobo	AdvPre_NPrePre11_BPre11_NStem
olu_bek_a	RelConc11_VRoot_VerbTerm	RelConc11_VRoot_VerbTerm	olu_bek_a	RelConc11_VRoot_VerbTerm
i_(z)in_tlawulo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_tlawulo	NPrePre10_BPre10_NStem
ezi_nga_kheth_i	RelConc10_NegPre_VRoot_VerbTerm	RelConc10_NegPre_VRoot_VerbTerm	ezi_nga_kheth_i	RelConc10_NegPre_VRoot_VerbTerm
cala	NStem	NStem	cala	NStem
na_nga_u_bu_lungisa	AdvPre_AdvPre_NPrePre14_BPre14_NStem	AdvPre_AdvPre_NPrePre14_BPre14_NStem	na_nga_u_bu_lungisa	AdvPre_AdvPre_NPrePre14_BPre14_NStem
.	Punc	Punc	.	Punc
u_ku_vavany_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_vavany_a	NPrePre15_BPre15_VRoot_VerbTerm
i_projekthi	NPrePre9_NStem	NPrePre9_NStem	i_projekthi	NPrePre9_NStem
-	Punc	Punc	-	Punc
u_ku_s_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_s_a	NPrePre15_BPre15_VRoot_VerbTerm
i_(li)_so	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_so	NPrePre5_BPre5_NStem
na_u_ku_phononong_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	na_u_ku_phonononong_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
ku_sebenz_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm	ku_sebenz_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm
i_zi_alathisi	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_alathisi	NPrePre8_BPre8_NStem
e_sele	RelConc8_AuxVStem	RelConc9_AuxVStem	e_sele	RelConc9_AuxVStem
zi_m_is_iw_e	SC8_VRoot_CausExt_PassExt_VerbTerm	SC10_VRoot_CausExt_PassExt_VerbTerm	zi_m_is_iw_e	SC10_VRoot_CausExt_PassExt_VerbTerm
u_ku_jong_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_jong_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_dlela	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_dlela	NPrePre9_BPre9_NStem
i_projekthi	NPrePre9_NStem	NPrePre9_NStem	i_projekthi	NPrePre9_NStem
e_qhub_el_a	RelConc9_VRoot_ApplExt_VerbTerm	RelConc9_VRoot_ApplExt_VerbTerm	e_qhub_el_a	RelConc9_VRoot_ApplExt_VerbTerm
phambili	Adv	Adv	phambili	Adv
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	nga_yo	AdvPre_PronStem9
,	Punc	Punc	,	Punc
y_e_yi_phi	CopPre_RelConc4_EnumConc4_EnumStem	CopPre_RelConc9_EnumConc9_EnumStem	y_e_yi_phi	CopPre_RelConc9_EnumConc9_EnumStem
i_mi_ngeni	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_ngeni	NPrePre4_BPre4_NStem
e_vel_il_e_yo	RelConc4_VRoot_Perf_VerbTerm_RelSuf	RelConc9_VRoot_Perf_VerbTerm_RelSuf	e_vel_il_e_yo	RelConc9_VRoot_Perf_VerbTerm_RelSuf
na_ukuba	AdvPre_Conj	AdvPre_Conj	na_ukuba	AdvPre_Conj
ku_funek_a	SC5_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_funek_a	SC15_VRoot_VerbTerm
ku_lungelelan_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm	ku_lungelelan_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm
njani	Adv	Adv	njani	Adv
u_ku_qhub_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	u_ku_qhub_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
.	Punc	Punc	.	Punc
ukuba	Conj	Conj	ukuba	Conj
u_masipala	NPrePre1a_NStem	NPrePre1a_NStem	u_masipala	NPrePre1a_NStem
u_cing_a	SC1a_VRoot_VerbTerm	SC1_VRoot_VerbTerm	u_cing_a	SC1_VRoot_VerbTerm
u_ku_sek_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_sek_a	NPrePre15_BPre15_VRoot_VerbTerm
i_si_cwangciso_n_kqubo	NPrePre7_BPre7_NStem_BPre9_NStem	NPrePre7_BPre7_NStem_BPre9_NStem	i_si_cwangciso_n_kqubo	NPrePre7_BPre7_NStem_BPre9_NStem
sa_i_HIV	PossConc7_NPrePre9_Abbr	PossConc7_NPrePre9_Abbr	sa_i_hiv	PossConc7_NPrePre9_NStem
/	Punc	Punc	/	Punc
AIDS	Abbr	Abbr	aids	NStem
.	Punc	Punc	.	Punc
i_n_kqubo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_kqubo	NPrePre9_BPre9_NStem
e_sebenz_a_yo	RelConc9_VRoot_VerbTerm_RelSuf	RelConc9_VRoot_VerbTerm_RelSuf	e_sebenz_a_yo	RelConc9_VRoot_VerbTerm_RelSuf
ya_i_HIV	PossConc9_NPrePre9_Abbr	PossConc9_NPrePre9_Abbr	ya_i_hiv	PossConc9_NPrePre9_NStem
/	Punc	Punc	/	Punc
AIDS	Abbr	Abbr	aids	NStem
i_fun_a	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_fun_a	SC9_VRoot_VerbTerm
i_n_kqubo_si_khokelo	NPrePre9_BPre9_NStem_BPre7_NStem	NPrePre9_BPre9_NStem_BPre7_NStem	i_n_kqubo_si_khokelo	NPrePre9_BPre9_NStem_BPre7_NStem
na_i_n_tsebenziswano	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	na_i_n_tsebenziswano	AdvPre_NPrePre9_BPre9_NStem
kunye	Conj	Conj	kunye	Conj
na_i_n_kxaso	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	na_i_n_kxaso	AdvPre_NPrePre9_BPre9_NStem
a_ei_suk_a	RelConc6_SC9_VRoot_VerbTerm	PossConc6_RelConc7_VRoot_VerbTerm	e_suk_a	RelConc9_VRoot_VerbTerm
ku_wo	LocPre_PronStem6	LocPre_PronStem6	ku_wo	LocPre_PronStem6
o_nke	QuantConc6_QuantStem	QuantConc6_QuantStem	o_nke	QuantConc6_QuantStem
a_ma_qela	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_qela	NPrePre6_BPre6_NStem
a_chaphazel_ek_a_yo	RelConc6_VRoot_NeutExt_VerbTerm_RelSuf	RelConc6_VRoot_NeutExt_VerbTerm_RelSuf	a_chaphazel_ek_a_yo	RelConc6_VRoot_NeutExt_VerbTerm_RelSuf
.	Punc	Punc	.	Punc
i_bhunga	NPrePre5_NStem	NPrePre5_NStem	i_(li)_bhunga	NPrePre5_BPre5_NStem
li_nga_sek_a	SC5_Pot_VRoot_VerbTerm	SC5_Pot_VRoot_VerbTerm	li_nga_sek_a	SC5_Pot_VRoot_VerbTerm
i_(li)_qonga	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_qonga	NPrePre5_BPre5_NStem
la_i_(z)in_gxoxo	PossConc5_NPrePre10_BPre10_NStem	PossConc5_NPrePre10_BPre10_NStem	la_i_(z)in_gxoxo	PossConc5_NPrePre10_BPre10_NStem
kunye	Conj	Conj	kunye	Conj
na_bo	AdvPre_PronStem2	AdvPre_PronStem2	na_bo	AdvPre_PronStem2
bo_nke	QuantConc2_QuantStem	QuantConc2_QuantStem	bo_nke	QuantConc2_QuantStem
a_ba_dlali_n_dima	NPrePre2_BPre2_NStem_BPre9_NStem	NPrePre2_BPre2_NStem_BPre9_NStem	a_ba_dlali_n_dima	NPrePre2_BPre2_NStem_BPre9_NStem
aba_quk_a	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	a_ba_quk_a	RelConc6_SC2_VRoot_VerbTerm
i_n_kxaso	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_kxaso	NPrePre9_BPre9_NStem
ka_u_zwelonke	PossKA_NPrePre1a_NStem	PossKA_NPrePre1a_NStem	ka_u_zwelonke	PossKA_NPrePre1a_NStem
na_e_ya_i_(li)_phondo	AdvPre_RelConc9_PossConc9_NPrePre5_BPre5_NStem	AdvPre_RelConc9_PossConc9_NPrePre5_BPre5_NStem	na_e_ya_i_phondo	AdvPre_RelConc9_PossConc9_NPrePre5_NStem
e_njenga_i_sebe	RelConc9_AdvPre_NPrePre5_NStem	RelConc9_AdvPre_NPrePre9_NStem	e_njenga_i_sebe	RelConc9_AdvPre_NPrePre9_NStem
la_e_za_i_m_philo	PossConc5_RelConc8_PossConc8_NPrePre9_BPre9_NStem	PossConc5_RelConc8_PossConc8_NPrePre9_BPre9_NStem	la_e_za_i_m_philo	PossConc5_RelConc8_PossConc8_NPrePre9_BPre9_NStem
,	Punc	Punc	,	Punc
i_(li)_sebe	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_sebe	NPrePre5_BPre5_NStem
la_i_mi_cimbi	PossConc5_NPrePre4_BPre4_NStem	PossConc5_NPrePre4_BPre4_NStem	la_i_mi_cimbi	PossConc5_NPrePre4_BPre4_NStem
ya_a_ma_nzi	PossConc4_NPrePre6_BPre6_NStem	PossConc9_NPrePre6_BPre6_NStem	ya_a_ma_nzi	PossConc9_NPrePre6_BPre6_NStem
na_i_(li)_sebe	AdvPre_NPrePre5_BPre5_NStem	AdvPre_NPrePre5_BPre5_NStem	na_i_(li)_sebe	AdvPre_NPrePre5_BPre5_NStem
la_e_za_i_m_fundo	PossConc5_RelConc8_PossConc8_NPrePre9_BPre9_NStem	PossConc5_RelConc8_PossConc8_NPrePre9_BPre9_NStem	la_e_za_i_m_fundo	PossConc5_RelConc8_PossConc8_NPrePre9_BPre9_NStem
,	Punc	Punc	,	Punc
i_(z)i_NGO	NPrePre10_BPre10_Abbr	NPrePre10_BPre10_Abbr	i_(z)i_ngo	NPrePre10_BPre10_NStem
na_i_(z)i_CBO	AdvPre_NPrePre10_BPre10_Abbr	AdvPre_NPrePre10_BPre10_Abbr	na_i_(z)i_cbo	AdvPre_NPrePre10_BPre10_NStem
ezi_sebenz_a	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	ezi_sebenz_a	RelConc10_VRoot_VerbTerm
nga_u_m_ba	AdvPre_NPrePre3_BPre3_NStem	AdvPre_NPrePre3_BPre3_NStem	nga_u_m_ba	AdvPre_NPrePre3_BPre3_NStem
wa_i_HIV	PossConc3_NPrePre9_Abbr	PossConc3_NPrePre9_Abbr	wa_i_hiv	PossConc1a_NPrePre9_NStem
/	Punc	Punc	/	Punc
AIDS	Abbr	Abbr	aids	NStem
,	Punc	Punc	,	Punc
i_mi_butho	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_butho	NPrePre4_BPre4_NStem
ya_na_oo_n_tlalo_n_tle	PossConc4_AdvPre_NPrePre2a_BPre9_NStem_BPre9_AdjStem	PossConc9_CopPre_NPrePre2a_BPre9_NStem_BPre9_AdjStem	ya_o_no_n_tlalo_n_tele	PossConc9_NPrePre2a_BPre9_BPre9_NStem_BPre9_NStem
,	Punc	Punc	,	Punc
a_ma_bhunga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_bhunga	NPrePre6_BPre6_NStem
a_i_si_thili	PossConc6_NPrePre7_BPre7_NStem	PossConc6_NPrePre7_BPre7_NStem	esi_th_ili	RelConc7_VRoot_Perf
na_i_n_gingqi	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	na_i_n_gingqi	AdvPre_NPrePre9_BPre9_NStem
a_i_AIDS	PossConc6_NPrePre9_Abbr	PossConc6_NPrePre9_Abbr	a_i_aids	PossConc6_NPrePre9_NStem
na_a_ma_ziko	AdvPre_NPrePre6_BPre6_NStem	AdvPre_NPrePre6_BPre6_NStem	na_a_ma_ziko	AdvPre_NPrePre6_BPre6_NStem
a_i_n_kholo	PossConc6_NPrePre9_BPre9_NStem	PossConc6_NPrePre9_BPre9_NStem	a_i_n_kholo	PossConc6_NPrePre9_BPre9_NStem
.	Punc	Punc	.	Punc
i_si_cwangciso_n_kqubo	NPrePre7_BPre7_NStem_BPre9_NStem	NPrePre7_BPre7_NStem_BPre9_NStem	i_si_cwangciso_n_kqubo	NPrePre7_BPre7_NStem_BPre9_NStem
esi_banzi	RelConc7_RelStem	RelConc7_RelStem	esi_banzi	RelConc7_RelStem
si_ya	SC1_AuxVStem	SC7_AuxVStem	si_ya	SC7_AuxVStem
ku_funek_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_funek_a	SC15_VRoot_VerbTerm
njenga_oko	AdvPre_Dem15_Pos2	AdvPre_Dem15	njenga_oko	AdvPre_Dem15
i_HIV	NPrePre9_Abbr	NPrePre9_Abbr	i_hiv	NPrePre9_NStem
/	Punc	Punc	/	Punc
AIDS	Abbr	Abbr	aids	NStem
i_na_i_m_pembelelo	CopPre_CopPre_NPrePre9_BPre9_NStem	BPre9_CopPre_NPrePre9_BPre9_NStem	i_na_i_m_pembelelo	BPre9_CopPre_NPrePre9_BPre9_NStem
e_ba_ntu_ana_ini	LocPre_OC2_NStem_DimSuf_LocSuf	LocPre_BPre2_NStem_DimSuf_LocSuf	e_a_ba_ntu_ini	LocPre_NPrePre2_BPre2_NStem_LocSuf
aba_z_i_(z)in_kedama	RelConc2_CopPre_NPrePre10_BPre10_NStem	RelConc2_CopPre_NPrePre10_BPre10_NStem	aba_zi_nkedam_a	RelConc2_OC10_VRoot_VerbTerm
na_aba_nga_fuman_i	AdvPre_RelConc2_NegPre_VRoot_VerbTerm	AdvPre_RelConc2_NegPre_VRoot_VerbTerm	na_a_ba_nga_fuman_i	AdvPre_NegPre_SC2_NegPre_VRoot_VerbTerm
n_kathalelo	BPre9_NStem	BPre9_NStem	n_kathalelo	BPre9_NStem
e_suk_a	RelConc9_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm	e_suk_a	RelConc9_VRoot_VerbTerm
ku_a_ba_zali	LocPre_NPrePre2_BPre2_NStem	LocPre_NPrePre2_BPre2_NStem	ku_a_ba_zali	LocPre_NPrePre2_BPre2_NStem
na_i_n_kxaso	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	na_i_n_kxaso	AdvPre_NPrePre9_BPre9_NStem
nga_e_za_i_mali	AdvPre_RelConc8_PossConc8_NPrePre9_NStem	AdvPre_RelConc9_PossConc8_NPrePre9_NStem	nga_e_za_i_mali	AdvPre_RelConc9_PossConc8_NPrePre9_NStem
,	Punc	Punc	,	Punc
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_ntu	NPrePre2_BPre2_NStem
aba_dala	AdjPref2_AdjStem	RelConc2_AdjStem	aba_dal_a	RelConc2_VRoot_VerbTerm
aba_nge_na_bantu	RelConc2_NegPre_CopPre_NStem	RelConc2_NegPre_CopPre_NStem	aba_nge_na_a_ba_ntu	RelConc2_NegPre_CopPre_NPrePre2_BPre2_NStem
ba_u_ku_ba_khathal_el_a	PossConc2_NPrePre15_BPre15_OC2_VRoot_ApplExt_VerbTerm	PossConc14_NPrePre15_BPre15_OC2_VRoot_ApplExt_VerbTerm	ba_u_ku_ba_khathal_el_a	PossConc14_NPrePre15_BPre15_OC2_VRoot_ApplExt_VerbTerm
kunye	Conj	Conj	kunye	Conj
na_a_ba_ntu	AdvPre_NPrePre2_BPre2_NStem	AdvPre_NPrePre2_BPre2_NStem	na_a_ba_ntu	AdvPre_NPrePre2_BPre2_NStem
aba_tsha	AdjPref2_AdjStem	AdjPref2_AdjStem	aba_tsha	AdjPref2_AdjStem
.	Punc	Punc	.	Punc
i_m_phembelelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_m_phembelelo	NPrePre9_BPre9_NStem
ya_e_za_u_(lu)_qoqosho	PossConc9_RelConc9_PossConc8_NPrePre11_BPre11_NStem	PossConc4_RelConc8_PossConc8_NPrePre11_BPre11_NStem	ya_e_za_u_(lu)_qoqosho	PossConc4_RelConc8_PossConc8_NPrePre11_BPre11_NStem
na_e_ya_i_n_tlalo	AdvPre_RelConc8_PossConc9_NPrePre9_BPre9_NStem	AdvPre_RelConc8_PossConc9_NPrePre9_BPre9_NStem	na_e_ya_i_n_tlalo	AdvPre_RelConc8_PossConc9_NPrePre9_BPre9_NStem
ku_i_(li)_bhunga	LocPre_NPrePre5_BPre5_NStem	LocPre_NPrePre5_BPre5_NStem	ku_i_(li)_bhunga	LocPre_NPrePre5_BPre5_NStem
i_kwa_fun_a	SC9_AdvPre_VRoot_VerbTerm	SC9_AdvPre_VRoot_VerbTerm	i_kwa_fun_a	SC9_AdvPre_VRoot_VerbTerm
u_ku_qwalasel_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	u_ku_qwalasel_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwaye	Conj	Conj	kwaye	Conj
i_bhunga	NPrePre5_NStem	NPrePre5_NStem	i_(li)_bhunga	NPrePre5_BPre5_NStem
li_nga_sek_a	SC5_Pot_VRoot_VerbTerm	SC5_Pot_VRoot_VerbTerm	li_nga_sek_a	SC5_Pot_VRoot_VerbTerm
i_(li)_qonga	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_qonga	NPrePre5_BPre5_NStem
la_i_(z)in_gxoxo	PossConc5_NPrePre10_BPre10_NStem	PossConc5_NPrePre10_BPre10_NStem	la_i_(z)in_gxoxo	PossConc5_NPrePre10_BPre10_NStem
ukuba	Conj	Conj	ukuba	Conj
li_enz_e	SC5_VRoot_VerbTerm	SC5_VRoot_VerbTerm	li_enz_e	SC5_VRoot_VerbTerm
a_ma_lungiselelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_lungiselelo	NPrePre6_BPre6_NStem
a_i_si_cwangciso_n_kqubo	PossConc6_NPrePre7_BPre7_NStem_BPre9_NStem	PossConc6_NPrePre7_BPre7_NStem_BPre9_NStem	a_i_si_cwangciso_n_kqubo	PossConc6_NPrePre7_BPre7_NStem_BPre9_NStem
